Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-412438,3/03/2023 15:14,Term 1,Violence,Regional South,Campbelltown,Threat / Intimidation / Offens. Conduct,,Student Behaviour,"School reports of a student threatening violence towards a staff member and then causing malicious damage to school property. Police were called and attended the school and student was escorted off school grounds. Parents notified. Supports offered to staff member. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2023-412587,3/03/2023 15:41,Term 1,Violence,Rural North,Peel,Assault,,,"An executive staff member reports a student physically assaulted another student on school grounds. First aid was provided. Carer of the impacted student was contacted and they were collected. Parents of the students involved will be contacted. Police were called. Supports are in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-412647,3/03/2023 15:51,Term 1,Welfare,Regional North and West,Mid Coast Valleys,Student Behaviour,,Threat / Intimidation / Offens. Conduct,"Executive staff member reports concerns about a students #####  behaviour on school ground. First aid was administered. Parents have been notified. Supports are in place. Director, Educational Leadership to be made aware.",1,On workplace grounds
S-2023-412648,3/03/2023 15:51,Term 1,Violence,Rural South and West,Gundagai,Indecent Assault,,,"An executive staff member reports a student had made an allegation of ##### assault by another student on school grounds. Parents have been notified. Police were contacted. ##### has been followed. Supports in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-412681,3/03/2023 15:56,Term 1,Weapon,Metropolitan South and West,Eastern Creek,Possession of a Weapon,,,An executive staff member reports that a student was in possession of a weapon on school grounds. No physical injuries were sustained. Parents were notified. Police will be notified. Supports to be organised.,1,On workplace grounds
S-2023-412730,3/03/2023 16:08,Term 1,Violence,Connected Communities Team 1,Connected Communities Team 1,Assault,,Threat / Intimidation / Offens. Conduct,A staff member reports being impacted and other staff members and students being impacted and sustaining an injury due to a student's physical and threatening behaviour on school grounds. Parents have been notified. First aid not required. Police will be notified. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2023-412736,3/03/2023 16:10,Term 1,Violence,Metropolitan South and West,Bankstown,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,An Executive reports concerns for a student following inappropriate behaviour by another student on and off school grounds. No physical injuries sustained. Parents notified. Police to be notified. Supports to be implemented. ##### followed. School is managing the matter.,1,On workplace grounds
S-2023-412742,3/03/2023 16:12,Term 1,Violence,Metropolitan South and West,Glenfield,Indecent Assault,,,Executive staff reports an allegation of ##### assault made by a parent following an incident involving students. Supports are in place. ##### has been followed. Director was notified. School is managing at a local level.,1,On workplace grounds
S-2023-412848,3/03/2023 16:42,Term 1,Violence,Rural South and West,Far West,Assault,,,An employee reports a student assaulted several students on school grounds. No first aid administered. Parents are aware. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2023-412917,3/03/2023 17:01,Term 1,Welfare,Regional North,Tuggerah Lakes,Student Behaviour,,,"School reports of ongoing aggressive behaviour issues with a student. Parents aware. Supports are being amended. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-413032,6/03/2023 8:04,Term 1,Violence,Rural South and West,Albury,Allegations Of Sexual Assault,,,"Executive staff reports of welfare concerns for a student following allegation of an incident occurring to a student while at an off site activity. Parents aware. Police have been contacted. ##### will be followed. Director, Educational Leadership is aware.",1,Off site activity
S-2023-413044,6/03/2023 8:19,Term 1,Weapon,Regional North,Brisbane Water,Possession of a Weapon,,,An Employee reports a student was found in possession of a weapon on school grounds. No injuries were sustained. The weapon was confiscated. Police were contacted. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-413150,6/03/2023 9:21,Term 1,Emergency Situation,Rural South and West,Narrandera,Utility Failure,,,Staff member reports a possible gas leak on school grounds. Fire and rescue contacted and attended. School is managing the matter. Executive staff aware.,1,On workplace grounds
S-2023-413179,6/03/2023 9:28,Term 1,Weapon,Regional North,Brisbane Water,Possession of a Weapon,,,An employee reports that a student was in possession of a weapon on school grounds. No injuries were sustained. Parents were contacted. Supports are in place. The school is managing the matter. Executive staff are aware,1,On workplace grounds
S-2023-413202,6/03/2023 9:37,Term 1,Welfare,Rural North,Lismore,Student Behaviour,,,"An executive staff member sustained an injury due to a student who displayed an aggressive behaviour on school grounds. First aid was not required. The executive staff member stayed on the school grounds. The lock-down was implemented. Parents were notified and the student was collected. The lock-down was lifted. Support is in place. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2023-413297,6/03/2023 10:02,Term 1,Emergency Situation,Metropolitan South and West,Glenfield,Utility Failure,,,"An executive staff member reported a utility failure on school grounds. No injuries were sustained. Asset Management Unit will be notified. Support is in place. School continues to manage the matter. The school is still operational. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-413408,6/03/2023 10:38,Term 1,Welfare,Regional North,Mooney Mooney,Student Welfare Concerns,Absconding / Missing Student,,Employee reports a student absconded school grounds. Staff followed and student returned to school. Police were called. No injuries. Executive staff are aware.,1,On workplace grounds
S-2023-413418,6/03/2023 10:39,Term 1,Violence,Regional North,Port Stephens,Assault,,Student Behaviour,"An executive staff member reported a student was assaulted by another student who displayed an aggressive behaviour on school grounds. First aid was administered. Parents of both students were notified. Support is in place. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
