Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-382760,8/02/2023 13:44,Term 1,Violence,Metropolitan South and West,Eastern Creek,Threat / Intimidation / Offens. Conduct,,Suicidal Intentions,"An Executive staff member reports a student displayed threatening behaviour towards staff on school grounds. No injuries sustained. Parent notified and collected the student. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-382848,8/02/2023 14:18,Term 1,Welfare,Metropolitan South and West,Chipping Norton,Suicidal Intentions,,,"An executive staff member reports concerns for a student in a #####  state following a disclosure on school grounds. Ambulance and police were called. Student was conveyed to hospital. Carer was advised. ##### will be completed. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-382995,8/02/2023 15:03,Term 1,Violence,Regional North,Hawkesbury,Indecent Assault,,,"An Executive staff member reports a students has disclosed an allegation of ##### assault on school grounds. Parents will be notified. ##### will be followed. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-383004,8/02/2023 15:04,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,,"An Executive staff member reports a student has physically assaulted another student on school grounds. Parents were notified. The student has been conveyed to hospital for treatment by the parents. Police will be notified. The school is managing the matter. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-383064,8/02/2023 15:24,Term 1,Substances,Rural North,Namoi,Usage and Consumption of Substances,None of Above,,"An executive staff member reports concerns for ##### students after the consumed a substance on school grounds. Ambulance was called and##### student was conveyed to hospital. Parents were contacted and the other ##### students were collected. Supports will be implemented. ##### will be completed. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-383168,8/02/2023 15:46,Term 1,Violence,Metropolitan South,Iron Cove,Threat / Intimidation / Offens. Conduct,,,Executive staff reports of an incident of threat involving a student and staff within school grounds. Parents have been contacted. Police contacted. No first aid required. Director of Educational Leadership will be made aware.,1,On workplace grounds
S-2023-383215,8/02/2023 16:01,Term 1,Violence,Metropolitan South,Iron Cove,Assault,,Student Behaviour,Executive staff reports of an incident of assault involving students within school grounds. Parents have been contacted. No first aid required. Director of Educational Leadership will be made aware.,1,On workplace grounds
S-2023-383259,8/02/2023 16:17,Term 1,Welfare,Rural North,Northern Tablelands,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports a student absconded from school grounds. Parents were notified. Police were contacted. The student's location needs to confirmed. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-383264,8/02/2023 16:20,Term 1,Weapon,Regional South,Camden,Possession of a Weapon,,,"An executive staff member reports a student threatened another student with a weapon on school grounds. No injuries were sustained. Parents were contacted. Police were called and they attended. Supports are in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-383291,8/02/2023 16:30,Term 1,Weapon,Regional South,Camden,Possession of a Weapon,,,"An executive staff member reports a student was in possession of a weapon on school grounds. No injuries were sustained. Parents were contacted. Police will be called. Supports will be put in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-383374,8/02/2023 17:01,Term 1,Weapon,Connected Communities Team 1,Connected Communities Team 1,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An Executive staff member reports a student has made threats of violence with a weapon towards another student on school grounds. Police have been notified. Parent have been informed. The school is managing the matter. Supports are in place. ##### will be followed. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-383449,9/02/2023 8:05,Term 1,Emergency Situation,Regional South,South Coast,Flood,,,"Executive staff member reports the school will be operating under minimal supervision due to floods. No emergency services required. Damages reported to AMU. School community notified. Director, educational leadership is aware.",1,On workplace grounds
S-2023-383472,9/02/2023 8:21,Term 1,Violence,Regional North and West,Wambuul-Macquarie,Assault,,,"An executive staff member reports that a student assaulted another student on school grounds. First aid was administered. Parents have been notified. Student was conveyed to hospital and has received medical treatment. Supports to be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-383510,9/02/2023 8:46,Term 1,Emergency Situation,Regional South,South Coast,Flood,,,"An executive staff member reports the school will be operating under minimal supervision due to flooding. Work, Health and Safety will be contacted. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-383567,9/02/2023 9:20,Term 1,Violence,Regional South,South Coast,Assault,,,Executive staff reports a student sustained injuries after being assaulted by ##### other students on school grounds. First aid administered and parents were notified. All students involved were collected by parents. Police have been notified and school,1,On workplace grounds
S-2023-383590,9/02/2023 9:34,Term 1,Violence,Regional North and West,Coffs Harbour,Assault,,,"Executive staff reports a physical assault between ##### groups of students. Parents have been notified. Police to be made aware. Media Unit to be notified. First aid was Required. Director, Educational Leadership to be made aware.",1,On workplace grounds
S-2023-383663,9/02/2023 9:55,Term 1,Violence,Regional South,Batemans Bay,Threat / Intimidation / Offens. Conduct,,Possession of a Weapon,An executive staff member reports a student displayed threatening behaviour towards a staff member while in possession of a weapon on school grounds. No injuries sustained and no first aid was required. Police have been contacted. Parents were called but not reached and supports are being arranged. School is managing the matter.,1,On workplace grounds
S-2023-383665,9/02/2023 9:56,Term 1,Violence,Rural South and West,Far West,Assault,,,"Executive staff member reports a student assault on school grounds. First aid was applied. Parents contacted and have conveyed##### student to hospital. Supports are in place. Police will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-383761,9/02/2023 10:28,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"Executive staff member reports the school will be operating under minimal supervision due to floods. No emergency service required or damages reported. Director, educational leadership is aware.",1,On workplace grounds
