Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-222064,26/07/2022 15:43,Term 3,Weapon,Regional South,South Coast,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,An executive staff member reports a student was in possession of a ##### and has used threatening language towards another student. No  #####  injuries sustained. Staff spent time trying to calm the student. The ##### was confiscated and secured. Police to be contacted. Parents were notified and the student was picked up. The school is managing the matter. Supports are in place.,1,On workplace grounds
S-2022-222118,26/07/2022 15:55,Term 3,Violence,Regional North,Lake Macquarie West,Indecent Assault,,,"An executive staff member reports a student allegedly ##### assaulted another student during a school excursion. No injuries were sustained. Parents will be notified and police will be contacted. ##### will be completed and supports will be provided to ##### students. The Director, Educational Leadership will be notified.",1,Excursion
S-2022-222214,26/07/2022 16:20,Term 3,Violence,Rural South and West,Temora,Assault,,,"An executive staff member reports ##### students were involved in a  #####  altercation that was filmed on school grounds. First aid was administered to ##### student. Parents of all the students were notified and the school have managed the matter at a local level. Media unit will be notified and supports will be provided to the students. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-222257,26/07/2022 16:33,Term 3,Violence,Rural North,Lennox Coast,Threat / Intimidation / Offens. Conduct,,,"An employee reports a student in possession of a ##### displayed ##### behaviour on school grounds. Supports in place. Police contacted. #####s are aware. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-222648,27/07/2022 8:21,Term 3,Substances,Metropolitan South,Georges River,Usage and Consumption of Substances,None of Above,Child Protection,"Executive staff report welfare concerns for a student as a result of being in possession of, using and consuming a ##### on school grounds. No injuries were sustained. ##### was followed. Police attended and conveyed the student home. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-222688,27/07/2022 8:34,Term 3,Welfare,Regional North and West,Hunter,Student Behaviour,,,An employee reports ##### staff members sustained injuries following ##### student behaviour on school grounds. First aid administered. Further medical treatment was sought. Supports have been offered. Parents notified. Student collected. Asset Management Unit to be notified. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2022-222913,27/07/2022 9:32,Term 3,Violence,Metropolitan North,Mount Druitt,Indecent Assault,,,An executive staff member reports ##### students are involved in an allegation of ##### assault on school grounds. Parents are aware.Supports to be put in place. Executive staff are aware.,1,On workplace grounds
S-2022-223200,27/07/2022 10:28,Term 3,Malicious Use of Technology,Regional North,Hawkesbury,Sexting,,,An executive staff member reports,1,Off site activity
S-2022-223199,27/07/2022 10:28,Term 3,Welfare,Metropolitan North,The Beaches,Self Harm,,Suicidal Intentions,An executive staff member expresses concerns following a students#####  behaviour on school grounds. No  #####  injuries sustained. The student was assessed on the scene. An ambulance was contacted and the student was conveyed to hospital for further medical assessment. Parents were notified of the incident. ##### to be followed. Supports are in place for the student. External supports to be arranged.,1,On workplace grounds
S-2022-223257,27/07/2022 10:40,Term 3,Violence,Metropolitan North,Hornsby,Allegations Of Sexual Assault,,Staff Welfare Concerns,"Executive staff report performance and conduct concerns as a result of a student reporting an allegation of ##### assault on school grounds. ##### has been followed. Police have been notified and will attend the school. Parents are aware. School is managing the matter. ##### have been informed. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-223466,27/07/2022 11:28,Term 3,Violence,Regional North,Port Stephens,Indecent Assault,,,"Executive staff member reports allegations have been of an ##### assault involving a student on school grounds. The school is investigating. Parents were notified. Police were contacted. ##### has been followed. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-223485,27/07/2022 11:36,Term 3,Malicious Use of Technology,Metropolitan South and West,Bungarribee,Nuisance Use of Technology,,Staff Welfare Concerns,"An employee reports well being concerns after an incident of parent behaviour occurred on school grounds. The incident was filmed and uploaded onto social media. No injures were reported. Support was offered. Executive staff and Director, Educational Leadership have been notified.",1,On workplace grounds
S-2022-223658,27/07/2022 12:42,Term 3,Emergency Situation,Connected Communities,Connected Communities Team 2,Utility Failure,,,A staff member reported a utility failure on school grounds. School continues to manage the matter. An executive staff member was aware.,1,On workplace grounds
S-2022-223673,27/07/2022 12:48,Term 3,Violence,Rural North,Namoi,Assault,,,"Executive staff report a student had assaulted another student on school grounds. First aid was provided. #####s of students were notified. Police were contacted. Media Unit will be informed. Supports are in place for students involved. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-223690,27/07/2022 12:56,Term 3,Weapon,Metropolitan South and West,Woronora River,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,Executive staff report a student was in possession of a ##### on school grounds. Police were notified. Parents were notified. CWU will be advised. School is managing the matter. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-223705,27/07/2022 13:00,Term 3,Violence,Metropolitan South and West,Glenfield,Threat / Intimidation / Offens. Conduct,,,"Executive staff member reports that a student threatened another student while in possession of a ##### on school grounds. No injuries were sustained. The ##### was confiscated and secured. School is managing the matter at a local level. Director, Executive staff have been notified.",1,On workplace grounds
S-2022-223710,27/07/2022 13:02,Term 3,Welfare,Metropolitan South and West,Eastern Creek,Student Behaviour,,Student Welfare Concerns,An executive staff member reports a student  #####  school grounds. No injuries sustained. Parents were notified and supports are in place.,1,On workplace grounds
